_unit_id,positivity,date,headline,text,,,
830982150,6,8/17/06,Investors Again Cheered by Inflation News,"Wall Street emerged from the summer doldrums Wednesday as a second straight day of tame inflation data sent stocks sharply higher and pushed the Dow Jones industrial average to its highest level in three months. Falling crude futures, which slid below $72 per barrel, also fueled the gains.</br></br>The Dow rose 96.86, or 0.9 percent, to 11,327.12, its best close since May 16. The Dow has gone up nearly 229 points in two days. The Standard & Poor's 500-stock index added 9.85, or 0.8 percent, to 1295.43, its highest level since May 11, and the Nasdaq composite index gained 34.53, or 1.6 percent, to 2149.54 for its best close since July 6.</br></br>The consumer price index, which measures price increases at the retail level, rose 0.4 percent in July, slightly higher than June's 0.2 percent increase. But with food and fuel prices removed, ""core"" CPI rose just 0.2 percent, less than the 0.3 percent economists expected.</br></br>Combined with Tuesday's producer price index, which showed a decline in core wholesale prices, the data point to a drop in inflation pressures. That would allow the Fed to stop raising rates, which would otherwise threaten economic growth and cramp corporate profits.</br></br>The housing market showed more signs of slowing, which could also motivate the Fed to maintain its position on rates. Housing starts fell to an annualized rate of 1.795 million in July, down from 1.85 million in June. The number of building permits issued likewise fell.",,,
830982159,3,1/25/83,The Good News And Bad on Oil: Good Bad Seen in Oil Shift,"The growing possibility of a sharp decline in world oil prices helped send the stock market skidding to its worst loss in three months yesterday and fueled a growing debate among economists about whether the United States would emerge a winner���or once again a loser��� from a shift in the fortunes of the Organization of Petroleum Exporting Countries (OPEC).</br></br>A variety of economists interviewed yesterday said a gradual decline in the nominal price of oil on balance would be good for the country. But most thought a sharp drop in petroleum prices could cause serious problems for a number of important sectors of the American economy, including the oil, banking, coal, natural gas and synthetic fuels industries.</br></br>���In the long term, lower oil prices would mean greater economic growth for the American economy,�۝ said Eric Zausner, who heads the energy division of the consulting firm Booz-Allen & Hamilton. ���But in the short term, most of the effects would be negative.</br></br>���The irony is that when oil ; soared to $34 per barrel, peo- ,* pie said how bad it was for ' the U.S. economy. And now that it may go back to $25, people are saying how bad it would be for the American �ۢ economy. Well in both cases, they were right, because any ' sudden change causes short-, term economic dislocations.�۝- benefiting at least modestly from a continued fall in the price of gasoline and home heating oil, which would leave them with money to spend on other things.</br></br>���My feeling is the sharp increase we had in energy prices really acted as a tax on American business and consumers, and a decrease would act as a tax deduction,�۝ said John C. Sawhill, a former federal energy administrator and now senior partner with the consulting firm of McKin-sey & Co. ���I believe it would be very stimulative to the economy.�۝",,,
830982162,7,12/10/57,Aircrafts Buoyant as General List Sinks: Steel Shares Lead Drop,"NEW YORK, Dec. 9 VPi���Selling in steels led the way for today�۪s declining stock market but aircrafts and selected issues �ۢ provided a minority of gainers.</br></br>The argument for a lower market, however, prevailed by about 2-to-l there being 652 losers to 327 gainers. The 1202 issues traded made it a broader-than-usual market.</br></br>Rails sagged to a new 1957 low. Motors, oils, chemicals, nonferrous metals and most rubbers were on the downside. It was a fairly selective market with a number of special situations bucking the trend. Some key stocks were off 2 or 3 points.</br></br>Steels were depressed not only by industry reports forecasting the sharpest output cuts since 1954 but also by the latest industry operating rate, scheduled at under 70 per cent of rated capacity and the lowest of the year.</br></br>Aircrafts were boosted by demands for bigger spending and more intensive effort following last week�۪s failure of the Vanguard satellite project and also by prospects of a number of new missile tests this week.",,,
830982204,6,9/9/04,"Greenspan Cites Oil's Restraints; Economy Otherwise Strengthens, He Says","PUBLISHED CORRECTIONS: The name of the Neiman Marcus department store chain was misspelled in a Sept. 9 Business article. (Published 9/28/04)</br></br>Federal Reserve Chairman Alan Greenspan said yesterday that U.S. economic growth picked up in recent weeks but is still restrained by high oil prices.</br></br>Greenspan, appearing before the House Budget Committee, said the spring surge in energy prices weakened the economy more than analysts had expected. He suggested that uncertainty about oil prices continues to cloud the economic outlook.</br></br>""If it weren't for the oil price spike, I would be very optimistic about where the economy is going,"" Greenspan said in remarks that contrasted with a more upbeat assessment in July, when he spoke of a quickening economic expansion.</br></br>Greenspan also repeated his call for Congress to restrain the growth of the federal budget deficit. He said failure to do so could cause inflation, interest rates and government debt payments to rise to economically damaging levels in coming decades.",,,
830982212,5,12/4/87,Baker Effort Seen as Helpful but Not Far-Reaching,"At first glance, Treasury Secretary James A. Baker III appeared to have made a major gain yesterday in his efforts to buoy the world economy.</br></br>The decision yesterday by seven European central banks to lower key interest ratescapped a 10-day period during which European governments announced a steady stream of fiscal and monetary measures aimed at spurring economic growth. The actions, which Baker strongly urged, raised hopes that the Treasury chief will soon engineer an international agreement designed to check the dollar's precipitous fall, hold down interest rates and avert worldwide recession.</br></br>Such an agreement, in turn, could bolster Baker's hopes of keeping the economy afloat during the 1988 election campaign, with obvious benefits for the Republican side.</br></br>But many economists caution that Baker's initiatives won't fundamentally alter the global economy's underlying problems. In their view, Baker appears to be obtaining only modest progress toward shrinking the huge U.S. budget and trade deficits and the need to borrow vast sums of money from abroad.</br></br>And as yesterday's steep stock market decline makes plain, Baker's efforts may not be enough to ward off new waves of pessimism in financial markets in the months ahead.",,,
830982218,3,8/15/90,ROUNDUP,"Sales of U.S.-made cars during the first 10 days of August plummeted 20.7 percent from year-ago levels, automakers said. During the period, Chrysler's car sales plummeted 38.6 percent, sales of GM's domestically made cars dropped 22.2 percent and Ford posted a 21.3 percent decline in car sales.</br></br>Sun Microsystems, the leading U.S. supplier of computer workstations, said it has received a letter from Texas Instruments alleging that a ""substantial"" number of Sun's products infringe on TI patents. Sun also disclosed that a tentative agreement reached with IBM to resolve an earlier patent dispute calls for the two companies to enter into a five-year cross-licensing agreement. Both disclosures were made in a registration statement filed with the SEC.</br></br>Chrysler Chairman Lee Iacocca confirmed that the firm had talked with Renault, Volvo and Fiat but said he didn't expect a full merger to take place. There has been speculation that Fiat would buy a stake in Chrysler, but Iacocca said no such arrangement is imminent.</br></br>Wheeling-Pittsburgh Steel reached a tentative labor accord with negotiators for 5,500 union employees and agreed to a settle claims stemming from eight-year-old wage concessions. The union had planned to strike tomorrow if an agreement had not been reached.</br></br>Jiffy Lube proposed a 1-for-10 reverse stock split that it hopes will increase the value of its shares and strengthen the struggling company financially. Shareholders will vote on the proposal at the company's annual meeting Sept. 6.",,,
830982231,5,9/6/05,Wall Street Sees Limited Storm Impact,"Wall Street economists and money managers spent the long holiday weekend keeping close watch on the effects of Hurricane Katrina, with many saying that, despite the devastation, the long-term impact on U.S. and global economic growth should be muted.</br></br>But several analysts also warned that global stock, bond, currency and commodities markets may react sharply in the coming days and weeks to any signs of prolonged energy supply disruption, depressed consumer spending or rapidly rising unemployment.</br></br>""The economic and market implications of Katrina, and her ugly aftermath, remain highly problematic,"" Robert J. Barbera, chief economist at ITG-Hoenig, wrote in a report to clients over the weekend. ""Most obviously, a slower trajectory for global growth now seems unavoidable. . . . U.S. consumer spending will take a hit in the months ahead.""</br></br>Several Wall Street firms reduced their predictions for U.S. economic growth in the second half of the year, citing the impact of gas prices on consumer spending and the disruption of commodity shipments through the critical ports at the mouth of the Mississippi. Credit Suisse First Boston, for instance, reduced its estimated gross domestic product growth for the third quarter from 3.7 percent to 3 percent.</br></br>William C. Dudley, chief U.S. economist at Goldman Sachs & Co., wrote in a research note that the reduction in economic output should be limited to the next few months. But he said such an outcome was not guaranteed. ""The worst-case scenario is if the drop in consumer spending leads to significant [enough] job losses to push the unemployment rate materially higher. That could be sufficient to generate the type of dynamics that culminate in recession.""",,,
830982233,3,11/21/90,What We Could Learn From Mexico,"The sad spectacle of the U.S. political leadership's fruitless negotiations over the past several months - or is it years now? - to reduce the country's increasingly hard-to-finance budget deficit has prompted some observers to talk about the ""Latinamericanization"" of the U.S. economy. They refer, presumably, to Latin America's unhappy experience for almost a decade with huge external debt, large budget deficits fueled by too much spending and too few taxes, and closed economies protecting inefficient local industry. Indeed, this characterization of the U.S. economy seems uncomfortably apt.</br></br>However, at least one Latin American country stands out as a model of economic modernization, and the United States would do well to emulate its commitment to budget and tax reform. Mexico - yes, Mexico - has demonstrated greater courage, foresight and political will to tackle its economic problems than has its more powerful neighbor to the north. And it is now beginning to enjoy the fruits of those endeavors.</br></br>Obviously the countries are vastly different in terms of their economic power. Nevertheless, they share startlingly similar problems, which Mexico has done a better job of solving. After a long spending spree, Mexico's budget deficit soared to 18 percent of gross domestic product by 1982. Through a combination of gut-wrenching cuts in spending and far-reaching tax reform, Mexico's budget today is essentially in balance. Mexico delights in pointing out, accurately, that it has put into effect the equivalent of three Gramm-Rudmans. Would that our government could achieve even one.</br></br>The United States runs chronic trade deficits, and protectionist sentiment, especially in Congress, is strong. The most recent manifestation, coming on the heels of many others, is the textile bill. Though vetoed by the president, it reflects a political consensus in this country that certain sectors, both industrial and agricultural, still need to be protected. Compared with a decade ago, restraints on U.S. imports have doubled. At least 20 percent of U.S. imports are limited by some form of non-tariff barrier, thus not only depriving the consumer of cheaper imports but also subsidizing noncompetitive industry.</br></br>Mexico, on the other hand, has dramatically reduced import barriers, transforming itself from one of the most closed economies in the world to one of the most open. Non-oil exports have quadrupled, and Mexico has become a world-class producer of automobiles, automotive parts, televisions, computer chips and satellite and aircraft components.",,,
830982242,3,5/28/96,"Rise in Health Care Spending Slows; Lowest Growth Rate in Three Decades Tied to HMOs, Low Inflation","After years of skyrocketing increases, national health care spending rose only 6.4 percent in 1994, the ""slowest growth rate recorded in more than three decades,"" the Medicare Office of National Health Statistics reported yesterday.</br></br>The figures, published in the magazine Health Affairs, show that health spending by all public and private sources totaled $949.4 billion in calendar year 1994, the latest year for which data have been calculated, or $3,510 for each person in the United States.</br></br>From 1988 to 1992 the nation experienced double-digit and near-double-digit increases in health spending each year. The rate eased to 7 percent in 1993 and the growth rate now has fallen again to 6.4 percent. Despite the small 1994 rise, U.S. health spending still makes up a higher proportion of gross domestic product than any other developed nation's, 13.7 percent in 1994.</br></br>Authors Katharine Levit, Helen Lazenby and Lekha Sivarajan said the slow rate of increase appears to stem from employers switching coverage for their workers from conventional fee-for-service plans to health maintenance organizations and other managed-care plans that often charge less. Low inflation also is a contributing factor.</br></br>The new figures appear to support the arguments of health analysts like Gail Wilensky, who chairs the Congressional Physician Payment Review Commission, and GOP members of Congress, like Rep. Nancy L. Johnson (R-Conn.), who believe that increasing competition in the health industry is squeezing waste and holding down cost growth.",,,
830982248,4,12/17/87,Study Warns Of Economic Collapse,,"The global economy faces a collapse not equaled since the Great Depression of the 1930s if the major nations fail to take quick and drastic steps to cut the U.S. trade deficit and equivalent surpluses in Europe and Asia, 33 leading economic experts warned yesterday.</br></br>That danger, they said, was signaled by the stock market collapse around the world in October and by an earlier plunge of the U.S. bond market.</br></br>The economists' conclusions were contained in a report issued here by the Institute for International Economics and simultaneously published by eight other international research centers.</br></br>The economists said Americans would have to accept a sharp cutback in personal consumption in the years ahead so that more U.S.-made goods could be shipped abroad to reduce the trade deficit.</br></br>As this somber forecast was issued, the Reagan administration was nearing completion of its official estimates for economic growth next year, lowering its prediction by about 1 percentage point to reflect the impact of the October stock market collapse.",,
830982249,7,10/21/94,"Martin Marietta Posts Higher Profit; Lafarge, Danaher, Mid Atlantic Medical Also Report Increases","Martin Marietta Corp. yesterday reported a third-quarter profit of $149 million ($1.18 per share), a 13.5 percent increase over the earnings of $131 million ($1.04) for the same quarter in 1993.</br></br>The firm said one reason for the jump in profit was the savings that came from consolidations following its purchase of the rocket division of General Dynamics Corp. and the aerospace division of General Electric Co.</br></br>Sales for the most recent quarter were $2.56 billion, 3.9 percent higher than revenue of $2.47 billion for the same period one year before.</br></br>The increase in sales was attributable in part to the firm's purchase earlier this year of General Dynamics Space Systems.</br></br>""These strengthened results are indicative of the streamlined company that emerged from combining Martin Marietta and the former GE Aerospace,"" said Norman R. Augustine, chairman and chief executive.",,,
830982265,4,1/23/58,45 Industrial Centers On 6% Jobless List,"The Labor Department designated nearly one third of the Nation�۪s major industrial centers as areas of ���substantial�۝ unemployment yesterday.</br></br>Such ���surplus labor�۝ labels] are given to areas with morei than 6 per cent of their work*! or force idle. They now apply! to 45 of the 149 major areas j covered by the department�۪s1 survey.</br></br>The department�۪s Bureau of: Employment Security re-j ported that a year-end survey showed that joblessness increased somewhat in almost all of the Nation�۪s principal industrial centers. In some| places, it reached the highest: level since the 1949 and 19531 recessions.	:</br></br>Among areas added to the 6 per cent list in the past two months were Pittsburgh, Philadelphia, St. Louis, Newark, N. J., Louisville. Kv��_ Kansas City, Mo., and Portland, Ore.</br></br>The Labor Department said there was a slim chance that rising unemployment might taper off slightly by mid-TVIarch.",,,
830982268,6,7/26/57,Rails Lead on Upside,"NEW YORK, July 25 W)���The stock market barely managed to ,creep higher today in a dull and listless session.</br></br>Rails were the standout performers. Most other classifications were thoroughly mixed. Closing prices throughout the list were generally below their best of the day.</br></br>Chrysler, the day�۪s most active stock, closed at 81%, up �۪/a,' after an erratic performance which carried it into the minus column several times earlier in the session.</br></br>All told, 47,100 Chrysler shares were traded. After the close of the market, directors of the auto firm declared the usual dividend and reported record'earnings.</br></br>The Associated % Press 60 stock average gained 50 cerfts at $188 with the industrials up 70 cents, the rails up $1.10 and the utilities unchanged. .",,,
830982274,6,5/25/95,Analysts See Greater Risk Of Recession,,"A large, unexpected drop in orders placed with manufacturers last month caused many economists to conclude yesterday that economic growth is slowing more than had been predicted and that the risk of a recession has increased.</br></br>While none of those economists said they are forecasting a recession, several said the Federal Reserve may need to begin cutting interest rates in the next few months to head one off.</br></br>""Will there be a recession? I still don't think so, but it will take Fed easing to avoid it,"" said Mickey Levy, chief financial economist at NationsBank Corp. in New York.</br></br>The reevaluation of the economy was triggered by the Commerce Department's report that new orders for long-lasting items, such as cars, defense equipment, machinery and appliances, tumbled 4 percent last month. The decrease was the third consecutive monthly decline, the largest drop since December 1991 and far more than analysts had anticipated.</br></br>The report was ""a bit of a shocker,"" said Ray Stone of Stone & McCarthy Research Associates, a financial markets research firm in Princeton, N.J. ""Our view of the world has changed a little bit today as a result. The downside risk to the economy is greater"" and the likelihood that the Fed will lower interest rates is greater, he said.",,
830982280,8,5/12/94,Germany Sharply Cuts Two Key Rates: Move Surprises Financial Markets But Fails to Halt Do,"BERLIN, May 11���The German Bundesbank today surprised financial markets by sharply cutting two key interest rates. But despite U.S. hopes that the move would ease pressure on the ailing dollar, it fell again on currency markets.</br></br>The dollar initially jumped half a pfennig to 1.6765 marks, but the mark quickly made up the lost ground in European markets. The dollar was down 0.0050 to 1.6690 in late trading in New York.</br></br>Last week the Federal Reserve, Bundesbank and 15 other central banks spent an estimated $5 billion intervening in foreign exchange markets in an attempt to reverse the dollar�۪s steady slide this spring. Analysts here today speculated that the Bundesbank�۪s cut will be followed hy another rate increase next week by the Federal Reserve, which could help to stabilize the dollar.</br></br>Despite today's sluggish performance by the dollar, U.S. officials greeted the Bundesbank�۪s decision with enthusiasm in hopes that a stronger European economy will boost U.S. exports and help sustain the American boom.</br></br>""We�۪ve been asking the Germans to reduce interest rates for a long time,�۪�۪ said a senior U.S. diplomat. ���What we're all really interested in doing is getting European growth back on track. It�۪s the U.S. belief that lower interest rates will stimulate economic growth, and that�۪s a See CURRENCY, Dll, CoL 3",,,
830982298,7,5/3/63,"Stocks Edge Still Higher, Led by Blue Chips: Trade Slips to 4.5 Million","NEW YORK, May 2 (AP)���Investment demand for an assortment of blue chips pushed the stock market today to another of its series of new 1963 highs, but activity was beginning to drag.</br></br>Volume dipped to 4.48 million shares from yesterday�۪s 5.04 million, a sign that trading was mainly in the hands of professionals and institutions and that the ���public�۝ was still not participatng on a broad scale.</br></br>The news background still seemed favorable although there were some soft spots. The trend was higher for rail carloadings, auto output, and machine tool orders. Unemployment rose in mid-April, however, and it was also reported that department store sales in April dropped below the March record.</br></br>Stock prices were mixed at the start, gradually assumed a slightly higher tone, and held near their best, on balance, in late dealings.</br></br>The Dow-Jones industrial average rose 1.42 to 721.09 and Standard & Poor�۪s 500-stock index advanced .20 to 70.17, both to new highs for the year.",,,
830982305,3,6/11/10,"Just who was the biggest budget sinner?; Md. governor's race plays out through the haze of revisionist claims on taxes, spending","Unemployment, a shaky recovery, mounting government debt and a host of other fiscal anxieties have distilled into a single question dominating the Maryland governor's race:</br></br>Whom do voters trust more to control taxes and spending: Gov. Martin O'Malley or his Republican rival, former governor Robert L. Ehrlich Jr.?</br></br>In a state that has generally fared better in the recession than others -- but has also raised a bevy of taxes over the past eight years -- each is racing to cast his opponent as a tax-happy, out-of-control big spender.</br></br>In so doing, each has concocted a convenient history of his opponent's time in Annapolis and assigned sinister motives that often only make sense in the candidates' jumbled versions of the past.</br></br>The two candidates' pithy campaign lines about egregious tax and spending changes almost always omit any nod to the dire budget situation the other faced. And through a hail of numbers, they each grossly inflate totals for the other's spending and tax increases by counting the same cuts, taxes and fees over and over again.",,,
830982316,5,11/11/83,Oct. Producer Prices Rise Modest 0.3 Pet.: October Wholesale Prices Rise Modest 0.3%,"Wholesale food prices jumped sharply in October, but energy costs declined as overall wholesale prices rose a modest 0.3 percent last month, the Labor Department said yesterday.</br></br>Food prices were up 1.1 percent, the sharpest rise since April. Fresh fruit prices soared 18.5 percent and vegetable prices jumped 5.3 percent. Beef and veal prices rose 2.4 percent after falling for three consecutive months.</br></br>Economists blamed the higher food costs on the summer�۪s drought that hurt grain, fruit and vegetable crops and they warned that food prices will probably remain high through next year as a result of the drought. The decline in energy prices after three months of modest increases was due to the worldwide oil glut, economists said.</br></br>White House spokesman Larry Speakes said the modest rise in the Producer Price index showed ���a significantly low rate of inflation.�۝ He said that ���in recent weeks we have seen a remarkable string of indicators of a flourishing economy. The October producer prices showed the foundation for the recovery is strong.�۝</br></br>Meanwhile, the Commerce Department said retail sales rose 1.1 percent in October to $100.18 billion, the first time sales have ex-See ECONOMY, Dll, Col. 1",,,
830982329,4,9/30/85,"B8 Sunday, Skptkmhkr 29, 1983","The pending farm bill provides no parity for the poor. Faced with the need to cut the federal deficit and deal with falling farm income, Congress is pursuing the easiest and least defensible solution. It�۪s asking American consumers to pay more for food, and the burden will fall disproportionately on the poor and hungry. In 1981 and 1982, Congress cut over $3 billion from food assistance programs. Now it is voting to raise supermarket prices for milk, cheese, meat and bread.</br></br>For almost 50 years the federal government has attempted to increase farm income through a combination of programs that limit production and drive food prices up or that make direct payments to farmers when farm prices fall below a certain level. Direct payments tend to have less impact on retail food prices, but they can cost the taxpayer a lot of money. Therefore, it isn�۪t surprising that, in a time of huge budget deficits, a growing farm crisis and relatively stable food prices. Congress is tempted to adopt a farm program that shifts costs from the citizen as taxpayer to the citizen as consumer.</br></br>The House has already succumbed. It approved a dairy diversion program that will raise millc and cheese prices by $10 billion over the next four years and a sugar program that will cost consumers $140 million to $160 million a year. It is about to vote on a program of mandatory production controls on feed grains and wheat that would raise meat and bakery product prices by $15 billion over a four-year period and could raise the consumer price index for food by 1 percent a year.</br></br>Production-control advocates argue that food prices have been quite stable over the past few years, that Americans spend less of their disposable income for food than consumers in other developed nations and that the anticipated food-price increases generated by the farm bill are a reasonable trade-off for preserving the family farm.</br></br>They aren�۪t all wrong. Food prices went up 4 percent last year, and this year�۪s increase is expected to be about the same. Our food prices are generally lower than those in other countries. I believe urban America has a stake in maintaining a healthy farm economy.",,,
830982335,4,3/22/54,"State of Economy Doesn�۪t Justify Emergency Moves Now, CED Says","The idea of making March the trigger month for Government emergency action to halt a rise in unemployment has been sharply challenged by the head of a leading business research organization, the Committee for Economic Development.</br></br>Meyer Kestnbaum, chairman of the CED board of trustees and president of Hart Schaff-ner and Marx, believes the period to watch will be not the current month alone, but the entire period from now into early autumn. He does not feel the present situation is so alarming as to call for drastic emergency action.</br></br>Kestnbaum outlined his views in a press conference at which the CED issued a new study of proposed Government and business policy for greater economic stability, entitled ���Defense Against Recession.�۝ the present business situation. In its major emphasis, the CED view closely parallels President Eisenhower�۪s economic report to Congress in January. The President�۪s report charted a ���flexible�۝ Government policy for dealing with the business decline, plus, ���bold�۝ long-range moves to strengthen the economy, but said the situation clearly did not require ���emergency�۝ measures.</br></br>In mid-February, Mr. Eisenhower, in talking to his news conference about increasing unemployment, said his Administration was watching the( situation from day to day trying to make sure no Government move was neglected to keep the country out of a real recession. While pledging anew full use of Government powers to avert a major drop, the President also declared it would be dangerous to project the Government wildly into all sorts of emergency action.</br></br>month when employment normally begins to pick up. He suggested that if the upturn did not appear it would provide a definite warning that would call for a number of Government measures, perhaps a further tax reduction.",,,
830982346,7,11/19/68,"Dow Index Off, Other Averages Edge Higher in Active Dealings: Gold Shares Lower","NEW YORK, Nov. 18 ��� Still plagued by the persistent weakness in blue chips, the stock market managed to work its way to another gain Monday. Trading was heavy, but total volume ran behind Friday�۪s totals.</br></br>| The gilt-edged Dow Jones industrial average spent the entire day on the wrong side of the line, ending with a loss of 2.18 points at 957.11. Gains and losses in the 30-stock average were almost evenly divided, with 14 issues down, 13 up and three unchanged. But four of the losers fell a point or more and only one stock rose that much.</br></br>Standard & Poor�۪s 500-stock composite was ahead 0.14 point to 105.92 and the New York Stock Exchange index added 0.09 point to 59.74.</br></br>Activity was hectic enough to push the Exchange�۪s ticker behind the pace for a brief spell at the opening and again at the close. The final totals showed 14.39 million shares traded, compared with 15.04 million on Friday.</br></br>The margin of advances over declines was the narrowest it has been in more than a week. There were 721 winners and 634 losers, compared with 805 up and 565 down on Friday. The number of 1968 highs rose to 152 from 134 and there were six new lows, down from seven.",,,
830982354,2,4/11/03,Price's Earnings To Drop,,"Money manager T. Rowe Price Group Inc. warned investors yesterday to expect a sharp drop in its first-quarter earnings because the stock market's decline sent the value of the firm's mutual funds and the fees it earns on those holdings sharply lower.</br></br>George A. Roche, T. Rowe Price's chairman and president, said first-quarter earnings per share would be about 30 percent lower than the 41 cents per share the company earned for the same period last year. Investment advisory fees dropped 10 percent from the first quarter of last year, Roche said, addressing shareholders at the company's annual meeting in Baltimore.</br></br>The falling stock market is having a direct effect on the bottom lines of mutual fund companies because funds usually charge customers based on a percentage of the dollar value of their investments.</br></br>At Price, the nation's eighth-largest mutual fund family, those fees made up about three-quarters of total revenue last year. It had $140 billion in total assets under management at the end of the quarter, down 12.4 percent from a year ago.</br></br>""Management can't do all that much right now,"" said Kenneth Worthington, an analyst for CIBC World Markets. ""This comes down to market conditions improving and the stock market going up and people putting more money"" in mutual funds, he said.",,
830982355,6,8/9/78,Dow Is Ahead 4.16: Stock Market Posts Gain After a Late Turnaround,"NEW YORK (AP) ��� The stock market turned around abruptly yesterday and headed upward in a late-aftemoon rally.</br></br>The Dow Jones index of 30 industrials, down by more than 5 points in the morning and ahead by only 1.56 a half-hour before the 4 p.m. close, finished the day up 4.16 at 889.21. Gainers outnumbered losers by about 3 to 2 among New York Stock Exchange-listed issues. Volume on the NYSE totaled 34.29 million shares, up from Monday�۪s 33.35 million.</br></br>In the last hour of trading, volume on the Big Board came to 6.51 million, well ahead of 5.38 million in the final hour Monday.</br></br>Nationwide turnover in NYSE-listed issues, including trades in those stocks on regional exchanges and in the over-the-counter market, amounted to 38.87 million shares.</br></br>Profit taking Monday eroded some of last week�۪s sharp gains, but William Lefevre at Granger & Co. was looking yesterday for steady price increases through the rest of 1978 as institutional buying picks up.",,,
830982368,3,1/9/95,Allen Zaps Games From Computers,,"For Kim Emerson, it was a game of solitaire before work started. Ed Holt loved hearts at lunchtime. And Kevin Chisnell was wild about Minesweeper competitions with his co-workers.</br></br>Concerned that some state workers were playing when they should be working, Gov. George Allen (R) has ordered that games be deleted from every state-owned computer. An administration memo called computer game-playing ""nonproductive and nonefficient"" and stated that ""time spent by employees playing such games should be considered an improper use of taxpayer funds.""</br></br>The memo was passed out to agency heads in mid-December but, because of the holidays, began making its way to workers only last week, raising the eyebrows of everyone from secretaries to university professors.</br></br>""It's getting to a level of micromanagement beyond the usual,"" said Robert L. Ake, a chemistry professor and chairman of the faculty senate at Old Dominion University in Norfolk. ""What's next? Will we be asked to submit a requisition when we walk away from our desk or be asked to keep a tally of every second of our day?""</br></br>As computers with high-resolution color screens and sound cards become ubiquitous in the U.S. workplace, managers increasingly are having to deal with issues of game-playing at work, industry specialists say.",,
830982377,7,5/18/89,Trade Deficit Drops to 8-Month Low as Exports Surge,"American companies shipped record amounts of machines, cars and planes to overseas buyers in March, a surge that overcame increased imports of oil to push the U.S. trade deficit down to $8.9 billion, its lowest level in eight months, the government reported yesterday.</br></br>The surprisingly strong trade showing���the $1 billion decrease dropped the deficit by nearly 10 percent from the month before���drove the value of the dollar upward on international currency markets [Story on Page E3], If the dollar�۪s months-long climb continues, economists fear the trade deficit will turn upward as a higher dollar raises the cost of U.S. goods overseas, making them less competitive.</br></br>trade figures,"" said Howard Lewis, vice president for international and economic affairs at the National Association of Manufacturers (NAM).</br></br>""The good news is that most of the improvement resulted from record levels of U.S. exports. The bad news is that foreign imports grew by about 3 percent despite slow domestic spending.""</br></br>But the Busli administration hailed the trade figures, with Commerce Secretary Robert Mosbacher noting that the deficit for the first three months of this year was 10 percent smaller than it was in the last three months of 1988. Based on figures for the first three months, the 1989 trade deficit is running at an annual rate of $109.4 billion, a slight improvement over last year�۪s $119.8 billion deficit.",,,
830982387,3,9/26/61,Stocks Battered Lower in Brisk Selling: Dow Average Slumps 9.71,"NEW YORK, Sept. 25 (AP)���Stock Market prices were battered down today to their worst loss since April 24. Trading was fairly active.</br></br>Sharp losses by aluminum stocks gave initial downside momentum to a market which was only irregularly lower at the start. The labor negotiations with Ford, whose stock touched one high after another last week, sent that stock down S4.25.</br></br>President Kcnendy�۪s speech to the United Nations, and its stress on disarmament, brought some uneasiness to the defense stocks but probably more important as a market factor was the decline in the Dow Jones industrial average below the 700 level for the first time since July 26. This was a bad omen to technicians and triggered further selling.</br></br>The market slipped very gradually until late afternoon when a wave of selling brought big losses in many important sections. Final trading was accompanied by a late ticker tape, four minutes behind floor transactions.</br></br>The AP 60-stock average fell 2.90 to 248.30 with industrials down 4.20, rails down 1.80 and utilities down 1.30.",,,
830982396,7,6/6/03,Retail Results Boost Stocks,,"Stocks rose yesterday as sales increases at Wal-Mart Stores and J.C. Penney lifted the shares of retailers and renewed optimism that consumer spending will bolster the economy.</br></br>Retailers' May sales reports caused the market to bounce back from early losses after a report showed an unexpected increase in initial claims for unemployment benefits.</br></br>""The consumer is fine, so the market is not overly concerned with the employment numbers,"" said Doug Cote, who helps manage $40 billion in assets at ING Aeltus Asset Management Inc. in Hartford, Conn. ""You have a lot of investors and money managers who have a greater fear of missing the market turn than the next down leg.""</br></br>The Standard & Poor's 500-stock index rose 3.90 points, or 0.4 percent, to 990.14, its highest close since June 27, 2002. The Nasdaq composite index advanced 11.36, or 0.7 percent, to 1646.01.</br></br>Microsoft fell 78 cents, to $24.09, weighing on the Dow Jones industrial average, after chief executive Steve Ballmer said the firm faces ""significant challenges."" The Dow rose 2.32, or 0.03 percent, to 9041.30.",,
830982409,8,2/12/70,Prime Rate Rumors Spur Stock Rally: Banks Deny Plans,"NEW YORK, Feb. 11���The stock markets rallied strongly in late trading today on hopes for lower interest rates.</br></br>The Dow Jones average of 30 blue chip industrial stocks, off a little more than 2 points in earlier trading, jumped 10.70 points within an hour to close at 757.33. -	e&foSMggen	turnaround	was	trig.</br></br>deitedjtarkets will be closed, (redact* iding the New York aCotfise and Sugar Ex-,	.	,	P^Batige, the Commodity</br></br>Big Board tape, 813 *d]Brothers * gutsier j j j mu W.H10I1 represented institu-and 502 declined. Them^^ both sides</br></br>The New York StocflcavExbeen adversely affected change index mirrored biyriss atement earlier in the of 36 cents in the aWFftfee that the firm�۪s first common Share price. dPtJFkP1' earnings may fall below th^ comparable 1969 quar ter.",,,
